,id,Name,Sequence ID,Province name,Class_label,Start time,End time,Duration,Temporal context start,Temporal context end,Actual temporal context duration,Week6_Covid,Week5_Covid,Week4_Covid,Week3_Covid,Week2_Covid,Week1_Covid,Week6_Mobility,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Week1_Mobility,Week5_Covid_encoded,Week3_Covid_encoded,Covid_trend,Days_passed
517,42_c4_7_04/01/2021_21/02/2021,,42,Soria,c4,4/1/2021,21/02/2021,49,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m4,m2,m4,m3,m2,3,3,S,322.0
519,43_c1_10_27/04/2020_05/07/2020,,43,Tarragona,c1,27/04/2020,5/7/2020,70,16/03/2020,27/04/2020,42,c3,c3,c3,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,70.0
521,43_c2_3_06/04/2020_26/04/2020,,43,Tarragona,c2,6/4/2020,26/04/2020,21,24/02/2020,6/4/2020,42,c1,c1,c2,c3,c3,c3,m4,m4,m4,m1,m1,m1,1,3,I,49.0
522,43_c2_5_06/07/2020_09/08/2020,,43,Tarragona,c2,6/7/2020,9/8/2020,35,25/05/2020,6/7/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m4,m4,m4,m4,1,1,S,140.0
523,43_c2_2_01/03/2021_14/03/2021,,43,Tarragona,c2,1/3/2021,14/03/2021,14,18/01/2021,1/3/2021,42,c4,c4,c3,c3,c3,c3,m2,m2,m2,m2,m2,m2,4,3,D,378.0
525,43_c3_8_10/08/2020_04/10/2020,,43,Tarragona,c3,10/8/2020,4/10/2020,56,29/06/2020,10/8/2020,42,c1,c2,c2,c2,c2,c2,m4,m4,m4,m4,m4,m4,2,2,S,175.0
526,43_c3_6_16/11/2020_27/12/2020,,43,Tarragona,c3,16/11/2020,27/12/2020,42,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m2,m2,m2,4,4,S,273.0
527,43_c3_4_01/02/2021_28/02/2021,,43,Tarragona,c3,1/2/2021,28/02/2021,28,21/12/2020,1/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m1,m1,m2,m2,m2,4,4,S,350.0
528,43_c3_8_15/03/2021_09/05/2021,,43,Tarragona,c3,15/03/2021,9/5/2021,56,1/2/2021,15/03/2021,42,c3,c3,c3,c3,c2,c2,m2,m2,m2,m2,m2,m2,3,3,S,392.0
529,43_c4_6_05/10/2020_15/11/2020,,43,Tarragona,c4,5/10/2020,15/11/2020,42,24/08/2020,5/10/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,231.0
530,43_c4_5_28/12/2020_31/01/2021,,43,Tarragona,c4,28/12/2020,31/01/2021,35,16/11/2020,28/12/2020,42,c3,c3,c3,c3,c3,c3,m2,m2,m2,m2,m2,m2,3,3,S,315.0
532,44_c1_3_20/04/2020_10/05/2020,,44,Teruel,c1,20/04/2020,10/5/2020,21,9/3/2020,20/04/2020,42,c2,c3,c3,c3,c3,c2,m4,m1,m1,m1,m1,m1,3,3,S,63.0
533,44_c1_7_25/05/2020_12/07/2020,,44,Teruel,c1,25/05/2020,12/7/2020,49,13/04/2020,25/05/2020,42,c2,c1,c1,c1,c2,c2,m1,m1,m1,m2,m2,m3,1,1,S,98.0
535,44_c2_1_13/04/2020..19/04/2020,,44,Teruel,c2,13/04/2020,19/04/2020,7,2/3/2020,13/04/2020,42,c1,c2,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,2,3,I,56.0
536,44_c2_2_11/05/2020_24/05/2020,,44,Teruel,c2,11/5/2020,24/05/2020,14,30/03/2020,11/5/2020,42,c3,c3,c2,c1,c1,c1,m1,m1,m1,m1,m1,m2,3,1,D,84.0
537,44_c2_7_01/03/2021_18/04/2021,,44,Teruel,c2,1/3/2021,18/04/2021,49,18/01/2021,1/3/2021,42,c4,c4,c4,c4,c3,c3,m2,m3,m3,m3,m3,m3,4,4,S,378.0
538,44_c2_1_03/05/2021..09/05/2021,,44,Teruel,c2,3/5/2021,9/5/2021,7,22/03/2021,3/5/2021,42,c2,c2,c2,c2,c3,c3,m3,m3,m3,m4,m3,m3,2,2,S,441.0
540,44_c3_8_13/07/2020_06/09/2020,,44,Teruel,c3,13/07/2020,6/9/2020,56,1/6/2020,13/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m4,m4,m4,1,1,S,147.0
541,44_c3_5_30/11/2020_03/01/2021,,44,Teruel,c3,30/11/2020,3/1/2021,35,19/10/2020,30/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,287.0
542,44_c3_2_15/02/2021_28/02/2021,,44,Teruel,c3,15/02/2021,28/02/2021,14,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m3,m3,m3,4,4,S,364.0
543,44_c3_2_19/04/2021_02/05/2021,,44,Teruel,c3,19/04/2021,2/5/2021,14,8/3/2021,19/04/2021,42,c2,c2,c2,c2,c2,c2,m3,m3,m3,m3,m3,m4,2,2,S,427.0
544,44_c4_12_07/09/2020_29/11/2020,,44,Teruel,c4,7/9/2020,29/11/2020,84,27/07/2020,7/9/2020,42,c3,c3,c3,c3,c3,c3,m3,m4,m4,m4,m4,m4,3,3,S,203.0
545,44_c4_6_04/01/2021_14/02/2021,,44,Teruel,c4,4/1/2021,14/02/2021,42,23/11/2020,4/1/2021,42,c4,c3,c3,c3,c3,c3,m3,m3,m2,m3,m2,m2,3,3,S,322.0
547,45_c1_10_11/05/2020_19/07/2020,,45,Toledo,c1,11/5/2020,19/07/2020,70,30/03/2020,11/5/2020,42,c3,c3,c2,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,84.0
549,45_c2_4_13/04/2020_10/05/2020,,45,Toledo,c2,13/04/2020,10/5/2020,28,2/3/2020,13/04/2020,42,c2,c3,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,3,3,S,56.0
550,45_c2_3_20/07/2020_09/08/2020,,45,Toledo,c2,20/07/2020,9/8/2020,21,8/6/2020,20/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,154.0
552,45_c3_3_10/08/2020_30/08/2020,,45,Toledo,c3,10/8/2020,30/08/2020,21,29/06/2020,10/8/2020,42,c1,c1,c1,c2,c2,c2,m3,m3,m3,m3,m3,m3,1,2,I,175.0
553,45_c3_6_16/11/2020_27/12/2020,,45,Toledo,c3,16/11/2020,27/12/2020,42,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m4,m3,m3,m3,m3,m3,4,4,S,273.0
554,45_c3_13_08/02/2021_09/05/2021,,45,Toledo,c3,8/2/2021,9/5/2021,91,28/12/2020,8/2/2021,42,c4,c4,c4,c4,c4,c4,m3,m2,m2,m2,m3,m3,4,4,S,357.0
555,45_c4_11_31/08/2020_15/11/2020,,45,Toledo,c4,31/08/2020,15/11/2020,77,20/07/2020,31/08/2020,42,c2,c2,c2,c3,c3,c3,m3,m3,m3,m3,m3,m3,2,3,I,196.0
556,45_c4_6_28/12/2020_07/02/2021,,45,Toledo,c4,28/12/2020,7/2/2021,42,16/11/2020,28/12/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m4,m3,m4,m3,3,3,S,315.0
558,46_c1_14_13/04/2020_19/07/2020,,46,Val ncia/Valencia,c1,13/04/2020,19/07/2020,98,2/3/2020,13/04/2020,42,c1,c2,c2,c2,c2,c2,m4,m4,m1,m1,m1,m1,2,2,S,56.0
560,46_c2_2_20/07/2020_02/08/2020,,46,Val ncia/Valencia,c2,20/07/2020,2/8/2020,14,8/6/2020,20/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,154.0
561,46_c2_11_22/02/2021_09/05/2021,,46,Val ncia/Valencia,c2,22/02/2021,9/5/2021,77,11/1/2021,22/02/2021,42,c4,c4,c4,c4,c3,c3,m2,m2,m2,m2,m2,m2,4,4,S,371.0
562,46_c3_11_03/08/2020_18/10/2020,,46,Val ncia/Valencia,c3,3/8/2020,18/10/2020,77,22/06/2020,3/8/2020,42,c1,c1,c1,c1,c2,c2,m3,m3,m3,m3,m3,m3,1,1,S,168.0
563,46_c3_2_23/11/2020_06/12/2020,,46,Val ncia/Valencia,c3,23/11/2020,6/12/2020,14,12/10/2020,23/11/2020,42,c3,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,280.0
564,46_c3_2_08/02/2021_21/02/2021,,46,Val ncia/Valencia,c3,8/2/2021,21/02/2021,14,28/12/2020,8/2/2021,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,357.0
565,46_c4_5_19/10/2020_22/11/2020,,46,Val ncia/Valencia,c4,19/10/2020,22/11/2020,35,7/9/2020,19/10/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,245.0
566,46_c4_9_07/12/2020_07/02/2021,,46,Val ncia/Valencia,c4,7/12/2020,7/2/2021,63,26/10/2020,7/12/2020,42,c4,c4,c4,c4,c3,c3,m3,m3,m3,m3,m3,m3,4,4,S,294.0
568,47_c1_12_04/05/2020_26/07/2020,,47,Valladolid,c1,4/5/2020,26/07/2020,84,23/03/2020,4/5/2020,42,c3,c3,c3,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,77.0
570,47_c2_3_13/04/2020_03/05/2020,,47,Valladolid,c2,13/04/2020,3/5/2020,21,2/3/2020,13/04/2020,42,c1,c2,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,2,3,I,56.0
571,47_c2_2_27/07/2020_09/08/2020,,47,Valladolid,c2,27/07/2020,9/8/2020,14,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,161.0
572,47_c2_3_01/03/2021_21/03/2021,,47,Valladolid,c2,1/3/2021,21/03/2021,21,18/01/2021,1/3/2021,42,c4,c4,c4,c3,c3,c3,m2,m2,m2,m2,m2,m3,4,3,D,378.0
574,47_c3_4_10/08/2020_06/09/2020,,47,Valladolid,c3,10/8/2020,6/9/2020,28,29/06/2020,10/8/2020,42,c1,c1,c1,c1,c2,c2,m3,m3,m3,m3,m3,m2,1,1,S,175.0
575,47_c3_6_23/11/2020_03/01/2021,,47,Valladolid,c3,23/11/2020,3/1/2021,42,12/10/2020,23/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m2,m2,m3,4,4,S,280.0
576,47_c3_3_08/02/2021_28/02/2021,,47,Valladolid,c3,8/2/2021,28/02/2021,21,28/12/2020,8/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,357.0
577,47_c3_7_22/03/2021_09/05/2021,,47,Valladolid,c3,22/03/2021,9/5/2021,49,8/2/2021,22/03/2021,42,c3,c3,c3,c2,c2,c2,m2,m2,m3,m2,m3,m3,3,2,D,399.0
578,47_c4_11_07/09/2020_22/11/2020,,47,Valladolid,c4,7/9/2020,22/11/2020,77,27/07/2020,7/9/2020,42,c2,c2,c3,c3,c3,c3,m3,m2,m2,m2,m2,m3,2,3,I,203.0
579,47_c4_5_04/01/2021_07/02/2021,,47,Valladolid,c4,4/1/2021,7/2/2021,35,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m3,m2,m2,3,3,S,322.0
581,48_c1_10_04/05/2020_12/07/2020,,48,Bizkaia,c1,4/5/2020,12/7/2020,70,23/03/2020,4/5/2020,42,c3,c3,c3,c3,c2,c2,m1,m1,m1,m1,m1,m1,3,3,S,77.0
582,48_c2_2_20/04/2020_03/05/2020,,48,Bizkaia,c2,20/04/2020,3/5/2020,14,9/3/2020,20/04/2020,42,c3,c3,c3,c3,c3,c3,m4,m1,m1,m1,m1,m1,3,3,S,63.0
583,48_c2_2_13/07/2020_26/07/2020,,48,Bizkaia,c2,13/07/2020,26/07/2020,14,1/6/2020,13/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,147.0
585,48_c3_3_27/07/2020_16/08/2020,,48,Bizkaia,c3,27/07/2020,16/08/2020,21,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c2,c2,m3,m3,m3,m3,m3,m2,1,1,S,161.0
586,48_c3_5_07/09/2020_11/10/2020,,48,Bizkaia,c3,7/9/2020,11/10/2020,35,27/07/2020,7/9/2020,42,c3,c3,c3,c4,c4,c4,m2,m2,m1,m1,m1,m2,3,4,I,203.0
587,48_c3_6_23/11/2020_03/01/2021,,48,Bizkaia,c3,23/11/2020,3/1/2021,42,12/10/2020,23/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,280.0
588,48_c3_7_15/02/2021_04/04/2021,,48,Bizkaia,c3,15/02/2021,4/4/2021,49,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c4,c4,m2,m3,m3,m3,m3,m3,4,4,S,364.0
589,48_c3_1_03/05/2021..09/05/2021,,48,Bizkaia,c3,3/5/2021,9/5/2021,7,22/03/2021,3/5/2021,42,c3,c3,c4,c4,c4,c4,m3,m2,m2,m3,m3,m3,3,4,I,441.0
590,48_c4_3_17/08/2020_06/09/2020,,48,Bizkaia,c4,17/08/2020,6/9/2020,21,6/7/2020,17/08/2020,42,c1,c2,c2,c3,c3,c3,m3,m3,m2,m2,m2,m1,2,3,I,182.0
591,48_c4_6_12/10/2020_22/11/2020,,48,Bizkaia,c4,12/10/2020,22/11/2020,42,31/08/2020,12/10/2020,42,c4,c3,c3,c3,c3,c3,m2,m3,m3,m3,m3,m3,3,3,S,238.0
592,48_c4_6_04/01/2021_14/02/2021,,48,Bizkaia,c4,4/1/2021,14/02/2021,42,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m3,m2,m2,3,3,S,322.0
593,48_c4_4_05/04/2021_02/05/2021,,48,Bizkaia,c4,5/4/2021,2/5/2021,28,22/02/2021,5/4/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m2,3,3,S,413.0
595,49_c1_14_20/04/2020_26/07/2020,,49,Zamora,c1,20/04/2020,26/07/2020,98,9/3/2020,20/04/2020,42,c2,c3,c3,c2,c2,c2,m4,m1,m1,m1,m1,m1,3,2,D,63.0
596,49_c1_2_01/03/2021_14/03/2021,,49,Zamora,c1,1/3/2021,14/03/2021,14,18/01/2021,1/3/2021,42,c4,c4,c3,c3,c2,c2,m3,m3,m3,m3,m3,m3,4,3,D,378.0
598,49_c2_3_30/03/2020_19/04/2020,,49,Zamora,c2,30/03/2020,19/04/2020,21,17/02/2020,30/03/2020,42,c1,c1,c1,c2,c3,c3,m4,m4,m4,m4,m1,m1,1,2,I,42.0
599,49_c2_4_27/07/2020_23/08/2020,,49,Zamora,c2,27/07/2020,23/08/2020,28,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m4,m4,m4,m4,m4,1,1,S,161.0
600,49_c2_2_15/02/2021_28/02/2021,,49,Zamora,c2,15/02/2021,28/02/2021,14,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c3,c3,m3,m3,m3,m3,m3,m3,4,4,S,364.0
601,49_c2_3_15/03/2021_04/04/2021,,49,Zamora,c2,15/03/2021,4/4/2021,21,1/2/2021,15/03/2021,42,c3,c3,c2,c2,c1,c1,m3,m3,m3,m3,m3,m4,3,2,D,392.0
603,49_c3_3_24/08/2020_13/09/2020,,49,Zamora,c3,24/08/2020,13/09/2020,21,13/07/2020,24/08/2020,42,c1,c1,c2,c2,c2,c2,m4,m4,m4,m4,m4,m4,1,2,I,189.0
604,49_c3_6_23/11/2020_03/01/2021,,49,Zamora,c3,23/11/2020,3/1/2021,42,12/10/2020,23/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m4,m3,m3,m3,m3,4,4,S,280.0
605,49_c3_2_01/02/2021_14/02/2021,,49,Zamora,c3,1/2/2021,14/02/2021,14,21/12/2020,1/2/2021,42,c3,c3,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,3,4,I,350.0
606,49_c3_5_05/04/2021_09/05/2021,,49,Zamora,c3,5/4/2021,9/5/2021,35,22/02/2021,5/4/2021,42,c2,c1,c1,c2,c2,c2,m3,m3,m4,m4,m4,m3,1,2,I,413.0
607,49_c4_10_14/09/2020_22/11/2020,,49,Zamora,c4,14/09/2020,22/11/2020,70,3/8/2020,14/09/2020,42,c2,c2,c2,c3,c3,c3,m4,m4,m4,m4,m4,m4,2,3,I,210.0
608,49_c4_4_04/01/2021_31/01/2021,,49,Zamora,c4,4/1/2021,31/01/2021,28,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,322.0
610,50_c1_9_04/05/2020_05/07/2020,,50,Zaragoza,c1,4/5/2020,5/7/2020,63,23/03/2020,4/5/2020,42,c3,c3,c3,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,77.0
612,50_c2_3_13/04/2020_03/05/2020,,50,Zaragoza,c2,13/04/2020,3/5/2020,21,2/3/2020,13/04/2020,42,c1,c2,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,2,3,I,56.0
613,50_c2_1_06/07/2020..12/07/2020,,50,Zaragoza,c2,6/7/2020,12/7/2020,7,25/05/2020,6/7/2020,42,c1,c1,c1,c1,c1,c1,m2,m3,m3,m3,m3,m3,1,1,S,140.0
615,50_c3_1_13/07/2020..19/07/2020,,50,Zaragoza,c3,13/07/2020,19/07/2020,7,1/6/2020,13/07/2020,42,c1,c1,c1,c1,c1,c2,m3,m3,m3,m3,m3,m3,1,1,S,147.0
616,50_c3_6_24/08/2020_04/10/2020,,50,Zaragoza,c3,24/08/2020,4/10/2020,42,13/07/2020,24/08/2020,42,c3,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,189.0
617,50_c3_7_16/11/2020_03/01/2021,,50,Zaragoza,c3,16/11/2020,3/1/2021,49,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,273.0
618,50_c3_13_08/02/2021_09/05/2021,,50,Zaragoza,c3,8/2/2021,9/5/2021,91,28/12/2020,8/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m2,m3,m3,m3,m3,4,4,S,357.0
619,50_c4_5_20/07/2020_23/08/2020,,50,Zaragoza,c4,20/07/2020,23/08/2020,35,8/6/2020,20/07/2020,42,c1,c1,c1,c1,c2,c3,m3,m3,m3,m3,m3,m2,1,1,S,154.0
620,50_c4_6_05/10/2020_15/11/2020,,50,Zaragoza,c4,5/10/2020,15/11/2020,42,24/08/2020,5/10/2020,42,c3,c3,c3,c3,c3,c3,m2,m3,m3,m3,m3,m3,3,3,S,231.0
621,50_c4_5_04/01/2021_07/02/2021,,50,Zaragoza,c4,4/1/2021,7/2/2021,35,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m3,m2,m2,3,3,S,322.0
